,type,month,day,engagement,comment,share,tag_friend,purchase_intention,year,date
1021,book,9,13,5182,373,700,104,10,2020,2020-09-13
1022,book,9,14,6012,190,1439,62,2,2020,2020-09-14
1023,book,9,15,7559,312,1126,80,10,2020,2020-09-15
1024,book,9,16,3948,217,557,71,6,2020,2020-09-16
1025,book,9,17,6648,283,1068,68,7,2020,2020-09-17
1026,book,9,18,3416,104,589,34,2,2020,2020-09-18
1027,book,9,19,17603,2223,1772,58,5,2020,2020-09-19
1028,book,9,20,4284,300,453,95,4,2020,2020-09-20
1029,book,9,21,8488,935,1044,315,8,2020,2020-09-21
1030,book,9,22,5567,398,870,98,5,2020,2020-09-22
1031,book,9,23,2450,90,599,41,3,2020,2020-09-23
1032,book,9,24,14972,1038,1395,267,8,2020,2020-09-24
1033,book,9,25,6165,266,2409,64,2,2020,2020-09-25
1034,book,9,26,4975,496,425,159,4,2020,2020-09-26
1035,book,9,27,4923,216,168,45,4,2020,2020-09-27
1036,book,9,28,6059,241,1445,95,3,2020,2020-09-28
1037,book,9,29,2653,176,775,108,6,2020,2020-09-29
1038,book,10,1,7955,976,891,239,5,2020,2020-10-01
1039,book,10,2,4712,135,1952,54,7,2020,2020-10-02
1040,book,10,3,4939,751,579,63,0,2020,2020-10-03
1041,book,10,4,7728,330,1057,63,8,2020,2020-10-04
1042,book,10,5,7839,467,607,102,5,2020,2020-10-05
1043,book,10,6,7128,266,790,54,5,2020,2020-10-06
1044,book,10,7,3966,90,1311,47,1,2020,2020-10-07
1045,book,10,8,6623,180,1914,39,2,2020,2020-10-08
1046,book,10,9,5501,129,1855,58,6,2020,2020-10-09
1047,book,10,10,4431,329,489,81,12,2020,2020-10-10
1048,book,10,11,3646,100,804,46,2,2020,2020-10-11
1049,book,10,12,3792,379,1229,185,18,2020,2020-10-12
1050,book,10,13,11835,568,1501,92,3,2020,2020-10-13
1051,book,10,14,10577,240,1796,76,1,2020,2020-10-14
1052,book,10,15,32236,739,8836,293,4,2020,2020-10-15
1053,book,10,16,22357,421,4158,96,2,2020,2020-10-16
1054,book,10,17,8124,172,993,38,1,2020,2020-10-17
1055,book,10,18,6804,222,1130,53,8,2020,2020-10-18
1056,book,10,19,19272,712,3577,144,3,2020,2020-10-19
1057,book,10,20,7426,175,1356,65,4,2020,2020-10-20
1058,book,10,21,6491,225,886,49,2,2020,2020-10-21
1059,book,10,22,4726,169,1286,31,16,2020,2020-10-22
1060,book,10,23,7198,208,1965,96,7,2020,2020-10-23
1061,book,10,24,7591,274,1461,73,3,2020,2020-10-24
1062,book,10,25,8259,192,831,29,0,2020,2020-10-25
1063,book,10,26,4435,210,1172,43,3,2020,2020-10-26
1064,book,10,27,2674,110,958,30,8,2020,2020-10-27
1065,book,10,28,6739,269,1164,66,7,2020,2020-10-28
1066,book,10,29,3022,340,991,45,1,2020,2020-10-29
1067,book,10,30,14743,614,3616,148,10,2020,2020-10-30
1068,book,10,31,8019,500,1266,47,0,2020,2020-10-31
1069,book,11,1,7242,343,604,56,3,2020,2020-11-01
1070,book,11,2,14514,528,7724,360,10,2020,2020-11-02
1071,book,11,3,10245,421,1675,22,3,2020,2020-11-03
1072,book,11,4,6134,229,2490,34,2,2020,2020-11-04
1073,book,11,5,7122,364,2616,95,3,2020,2020-11-05
1074,book,11,6,12041,371,3134,47,1,2020,2020-11-06
1075,book,11,7,4284,396,1338,58,5,2020,2020-11-07
1076,book,11,8,8708,402,701,24,0,2020,2020-11-08
1077,book,11,9,13977,717,1232,66,6,2020,2020-11-09
1078,book,11,10,3768,173,1001,43,1,2020,2020-11-10
1079,book,11,11,25143,773,13164,266,11,2020,2020-11-11
1080,book,11,12,8632,236,2391,34,1,2020,2020-11-12
1081,book,11,13,8790,230,2387,82,4,2020,2020-11-13
1082,book,11,14,9626,491,2244,79,5,2020,2020-11-14
1083,book,11,15,8950,2809,911,122,5,2020,2020-11-15
1084,book,11,16,10357,791,2534,160,3,2020,2020-11-16
1085,book,11,17,11859,454,2294,29,1,2020,2020-11-17
1086,book,11,18,5853,156,1421,22,0,2020,2020-11-18
1087,book,11,19,14185,182,8357,92,2,2020,2020-11-19
1088,book,11,20,6342,108,2266,46,1,2020,2020-11-20
1089,book,11,21,3351,123,1116,49,1,2020,2020-11-21
1090,book,11,22,820,61,60,27,3,2020,2020-11-22
1091,book,11,23,3659,147,1291,34,1,2020,2020-11-23
1092,book,11,24,12972,98,10106,62,3,2020,2020-11-24
1093,book,11,25,7520,95,4041,44,6,2020,2020-11-25
1094,book,11,26,3664,39,1870,17,0,2020,2020-11-26
1095,book,11,27,3993,129,1535,29,5,2020,2020-11-27
1096,book,11,28,3967,83,2295,40,0,2020,2020-11-28
1097,book,11,29,4616,64,303,27,2,2020,2020-11-29
1098,book,11,30,1530,39,580,22,1,2020,2020-11-30
1099,book,12,1,5188,189,1704,74,2,2020,2020-12-01
1100,book,12,2,3113,78,1370,49,1,2020,2020-12-02
1101,book,12,3,3863,306,848,87,1,2020,2020-12-03
1102,book,12,4,6137,98,2602,36,4,2020,2020-12-04
1103,book,12,5,5243,75,1758,13,1,2020,2020-12-05
1104,book,12,6,12797,597,6585,323,5,2020,2020-12-06
1105,book,12,7,3367,424,469,195,5,2020,2020-12-07
1106,book,12,8,1577,136,215,68,1,2020,2020-12-08
1107,book,12,9,3434,77,827,31,0,2020,2020-12-09
1108,book,12,10,4121,158,1122,47,4,2020,2020-12-10
1109,book,12,11,2350,25,1134,12,0,2020,2020-12-11
1110,book,12,12,4650,59,2499,22,0,2020,2020-12-12
1111,book,12,13,7034,312,2568,26,0,2020,2020-12-13
1112,book,12,14,672,10,83,3,1,2020,2020-12-14
1113,book,12,15,9063,408,1320,138,1,2020,2020-12-15
1114,book,12,16,2467,92,32,19,1,2020,2020-12-16
1115,book,12,17,2167,62,721,31,2,2020,2020-12-17
1116,book,12,18,2275,32,1192,11,0,2020,2020-12-18
1117,book,12,19,1901,52,732,4,0,2020,2020-12-19
1118,book,12,20,4366,167,144,14,0,2020,2020-12-20
1119,book,12,21,1555,68,158,22,3,2020,2020-12-21
1120,book,12,22,1717,106,657,5,0,2020,2020-12-22
1121,book,12,23,6172,223,944,28,0,2020,2020-12-23
1122,book,12,24,19047,571,4211,34,1,2020,2020-12-24
1123,book,12,25,16389,542,2145,97,1,2020,2020-12-25
1124,book,12,26,5345,430,1648,162,10,2020,2020-12-26
1125,book,12,27,5274,136,1380,38,2,2020,2020-12-27
1126,book,12,28,6390,210,1012,94,1,2020,2020-12-28
1127,book,12,29,8128,295,1813,47,3,2020,2020-12-29
1128,book,12,30,2477,100,753,4,0,2020,2020-12-30
1129,cars,1,1,234261,2446,3721,240,30,2020,2020-01-01
1130,cars,1,2,234806,3207,10130,523,101,2020,2020-01-02
1131,cars,1,3,264519,3506,9120,714,100,2020,2020-01-03
1132,cars,1,4,208390,2774,8088,527,115,2020,2020-01-04
1133,cars,1,5,215469,2250,6014,481,40,2020,2020-01-05
1134,cars,1,6,313575,5053,11563,745,109,2020,2020-01-06
1135,cars,1,7,329880,5572,11594,839,106,2020,2020-01-07
1136,cars,1,8,190963,3348,7287,500,92,2020,2020-01-08
1137,cars,1,9,225327,4399,8115,885,170,2020,2020-01-09
1138,cars,1,10,286810,4744,12712,1268,131,2020,2020-01-10
1139,cars,1,11,185552,3048,5337,314,55,2020,2020-01-11
1140,cars,1,12,200610,2003,5272,327,68,2020,2020-01-12
1141,cars,1,13,282641,4009,11024,1312,111,2020,2020-01-13
1142,cars,1,14,276220,3099,11016,812,86,2020,2020-01-14
1143,cars,1,15,225673,4087,8526,841,110,2020,2020-01-15
1144,cars,1,16,220192,3149,5714,508,96,2020,2020-01-16
1145,cars,1,17,242058,3665,11046,860,57,2020,2020-01-17
1146,cars,1,18,188832,3397,7347,619,168,2020,2020-01-18
1147,cars,1,19,192818,1852,5066,381,42,2020,2020-01-19
1148,cars,1,20,204285,2574,7099,703,75,2020,2020-01-20
1149,cars,1,21,231177,2599,6279,552,60,2020,2020-01-21
1150,cars,1,22,276256,4043,9930,537,109,2020,2020-01-22
1151,cars,1,23,292908,4160,11491,754,123,2020,2020-01-23
1152,cars,1,24,231206,3137,5615,522,78,2020,2020-01-24
1153,cars,1,25,220230,3081,7968,371,65,2020,2020-01-25
1154,cars,1,26,210457,2827,8414,268,58,2020,2020-01-26
1155,cars,1,27,193050,2700,5801,549,68,2020,2020-01-27
1156,cars,1,28,322523,2816,8720,436,62,2020,2020-01-28
1157,cars,1,29,239076,3701,7660,592,82,2020,2020-01-29
1158,cars,1,30,293825,4883,7988,639,174,2020,2020-01-30
1159,cars,1,31,255070,3556,9373,1104,155,2020,2020-01-31
1160,cars,2,1,238407,3176,7439,476,80,2020,2020-02-01
1161,cars,2,2,191673,1895,5150,371,64,2020,2020-02-02
1162,cars,2,3,333012,3478,10926,727,137,2020,2020-02-03
1163,cars,2,4,337272,4845,11582,1048,301,2020,2020-02-04
1164,cars,2,5,327619,3367,15430,764,63,2020,2020-02-05
1165,cars,2,6,429264,5157,17345,893,96,2020,2020-02-06
1166,cars,2,7,234994,3785,7099,687,299,2020,2020-02-07
1167,cars,2,8,241062,3130,8334,347,82,2020,2020-02-08
1168,cars,2,9,198809,2508,6040,403,69,2020,2020-02-09
1169,cars,2,10,236697,2613,5277,529,71,2020,2020-02-10
1170,cars,2,11,333163,3893,14427,768,97,2020,2020-02-11
1171,cars,2,12,306647,3972,8894,923,98,2020,2020-02-12
1172,cars,2,13,384964,14463,19340,1064,111,2020,2020-02-13
1173,cars,2,14,255768,3217,7635,539,101,2020,2020-02-14
1174,cars,2,15,180300,2778,6801,371,103,2020,2020-02-15
1175,cars,2,16,203464,2350,7418,578,54,2020,2020-02-16
1176,cars,2,17,400261,7846,35857,2007,196,2020,2020-02-17
1177,cars,2,18,385328,9290,40425,2645,294,2020,2020-02-18
1178,cars,2,19,508323,10325,25816,2515,348,2020,2020-02-19
1179,cars,2,20,361286,5240,10442,1172,151,2020,2020-02-20
1180,cars,2,21,318613,4600,9234,825,128,2020,2020-02-21
1181,cars,2,22,270298,2799,8555,585,86,2020,2020-02-22
1182,cars,2,23,306901,5247,13025,998,96,2020,2020-02-23
1183,cars,2,24,460848,5546,27281,1088,128,2020,2020-02-24
1184,cars,2,25,626792,11260,45384,2061,213,2020,2020-02-25
1185,cars,2,26,420666,5447,12475,1749,160,2020,2020-02-26
1186,cars,2,27,408332,3624,10734,814,104,2020,2020-02-27
1187,cars,2,28,376527,4405,13829,1056,111,2020,2020-02-28
1188,cars,2,29,288061,4096,8823,836,139,2020,2020-02-29
1189,cars,3,1,317226,2626,13123,457,58,2020,2020-03-01
1190,cars,3,2,253286,4194,9057,811,142,2020,2020-03-02
1191,cars,3,3,254472,4094,10443,939,158,2020,2020-03-03
1192,cars,3,4,316201,6973,12479,1795,139,2020,2020-03-04
1193,cars,3,5,298865,4954,11186,1329,128,2020,2020-03-05
1194,cars,3,6,310747,4424,11896,1492,160,2020,2020-03-06
1195,cars,3,7,304247,5004,9039,820,283,2020,2020-03-07
1196,cars,3,8,239449,2765,8902,355,53,2020,2020-03-08
1197,cars,3,9,292590,3583,9415,998,143,2020,2020-03-09
1198,cars,3,10,284405,3552,8805,1054,125,2020,2020-03-10
1199,cars,3,11,272732,4177,9958,688,143,2020,2020-03-11
1200,cars,3,12,282271,3640,16339,831,112,2020,2020-03-12
1201,cars,3,13,313383,2972,7689,795,95,2020,2020-03-13
1202,cars,3,14,290396,3550,6559,613,89,2020,2020-03-14
1203,cars,3,15,256993,3663,16699,385,55,2020,2020-03-15
1204,cars,3,16,309660,3804,12499,1043,136,2020,2020-03-16
1205,cars,3,17,360452,6601,18300,1027,142,2020,2020-03-17
1206,cars,3,18,350188,4476,12542,1430,122,2020,2020-03-18
1207,cars,3,19,278433,4276,8322,1059,142,2020,2020-03-19
1208,cars,3,20,231113,2424,6507,629,105,2020,2020-03-20
1209,cars,3,21,270214,2128,13209,313,52,2020,2020-03-21
1210,cars,3,22,219313,2884,6334,539,41,2020,2020-03-22
1211,cars,3,23,288704,5940,14725,1242,164,2020,2020-03-23
1212,cars,3,24,280746,5427,20089,1082,125,2020,2020-03-24
1213,cars,3,25,256980,4689,7867,1121,104,2020,2020-03-25
1214,cars,3,26,281687,3874,9570,898,148,2020,2020-03-26
1215,cars,3,27,300487,5199,11912,1041,187,2020,2020-03-27
1216,cars,3,28,289860,3880,8166,756,133,2020,2020-03-28
1217,cars,3,29,265983,3202,11410,475,65,2020,2020-03-29
1218,cars,3,30,346607,5345,8240,1045,170,2020,2020-03-30
1219,cars,4,1,527970,6707,50207,1228,98,2020,2020-04-01
1220,cars,4,2,352975,7309,15563,1023,161,2020,2020-04-02
1221,cars,4,3,364271,6108,16114,1184,169,2020,2020-04-03
1222,cars,4,4,256538,2503,6322,302,80,2020,2020-04-04
1223,cars,4,5,264099,4233,7691,902,84,2020,2020-04-05
1224,cars,4,6,309159,3362,6566,527,88,2020,2020-04-06
1225,cars,4,7,278413,3878,7460,745,107,2020,2020-04-07
1226,cars,4,8,312041,2944,7826,687,98,2020,2020-04-08
1227,cars,4,9,321354,3276,10429,776,114,2020,2020-04-09
1228,cars,4,10,335408,4444,11887,910,99,2020,2020-04-10
1229,cars,4,11,247199,2081,4579,258,64,2020,2020-04-11
1230,cars,4,12,251532,2800,5914,409,73,2020,2020-04-12
1231,cars,4,13,277413,2923,9787,746,84,2020,2020-04-13
1232,cars,4,14,230782,2952,6304,730,99,2020,2020-04-14
1233,cars,4,15,392864,4545,15596,979,130,2020,2020-04-15
1234,cars,4,16,258434,5554,6948,426,236,2020,2020-04-16
1235,cars,4,17,265001,3207,7604,829,97,2020,2020-04-17
1236,cars,4,18,289235,2986,8991,716,89,2020,2020-04-18
1237,cars,4,19,266455,2275,9910,467,66,2020,2020-04-19
1238,cars,4,20,259085,2775,6582,579,94,2020,2020-04-20
1239,cars,4,21,342137,4146,10737,800,149,2020,2020-04-21
1240,cars,4,22,288797,3066,9608,847,98,2020,2020-04-22
1241,cars,4,23,280373,4491,8108,903,219,2020,2020-04-23
1242,cars,4,24,310568,3820,13433,953,92,2020,2020-04-24
1243,cars,4,25,270839,3212,7956,603,101,2020,2020-04-25
1244,cars,4,26,329463,3755,19935,651,109,2020,2020-04-26
1245,cars,4,27,306303,2742,7144,541,79,2020,2020-04-27
1246,cars,4,28,383958,6020,10933,798,242,2020,2020-04-28
1247,cars,4,29,319586,5151,9691,1284,139,2020,2020-04-29
1248,cars,4,30,262851,2998,12152,785,92,2020,2020-04-30
1249,cars,5,1,349883,4519,10428,790,117,2020,2020-05-01
1250,cars,5,2,257039,4239,4612,480,142,2020,2020-05-02
1251,cars,5,3,287559,2818,9436,597,96,2020,2020-05-03
1252,cars,5,4,285872,3276,10554,745,140,2020,2020-05-04
1253,cars,5,5,282134,4687,12617,1813,344,2020,2020-05-05
1254,cars,5,6,274086,2787,7164,863,124,2020,2020-05-06
1255,cars,5,7,319684,4623,11112,961,146,2020,2020-05-07
1256,cars,5,8,336457,4708,12190,1201,156,2020,2020-05-08
1257,cars,5,9,232624,2394,5514,403,48,2020,2020-05-09
1258,cars,5,10,199019,1605,5232,395,50,2020,2020-05-10
1259,cars,5,11,340095,3638,15373,765,101,2020,2020-05-11
1260,cars,5,12,248482,3730,9210,861,100,2020,2020-05-12
1261,cars,5,13,336470,4491,14899,1049,507,2020,2020-05-13
1262,cars,5,14,273236,3870,9085,1271,151,2020,2020-05-14
1263,cars,5,15,296054,5427,9246,1899,332,2020,2020-05-15
1264,cars,5,16,305525,7986,8901,1143,427,2020,2020-05-16
1265,cars,5,17,217245,3568,6169,1103,108,2020,2020-05-17
1266,cars,5,18,301253,3069,8408,738,106,2020,2020-05-18
1267,cars,5,19,316013,4055,11194,818,113,2020,2020-05-19
1268,cars,5,20,221761,2472,5663,685,87,2020,2020-05-20
1269,cars,5,21,336176,4101,7425,894,115,2020,2020-05-21
1270,cars,5,22,296060,3952,8243,1082,117,2020,2020-05-22
1271,cars,5,23,378299,3137,7342,520,99,2020,2020-05-23
1272,cars,5,24,296560,2947,7117,583,90,2020,2020-05-24
1273,cars,5,25,340268,4292,16293,1212,154,2020,2020-05-25
1274,cars,5,26,335764,3349,9568,710,108,2020,2020-05-26
1275,cars,5,27,391067,3378,12210,783,86,2020,2020-05-27
1276,cars,5,28,348508,3997,11188,1288,125,2020,2020-05-28
1277,cars,5,29,327526,7679,11697,1593,474,2020,2020-05-29
1278,cars,5,30,357852,4691,8395,1162,164,2020,2020-05-30
1279,cars,5,31,305720,3090,9509,887,78,2020,2020-05-31
1280,cars,6,1,424284,6081,15956,1973,120,2020,2020-06-01
1281,cars,6,2,462181,5748,20763,1775,147,2020,2020-06-02
1282,cars,6,3,274189,4024,7033,1136,92,2020,2020-06-03
1283,cars,6,4,499366,15215,32001,7481,454,2020,2020-06-04
1284,cars,6,5,325010,5112,8798,1428,158,2020,2020-06-05
1285,cars,6,6,531218,5170,22007,1094,127,2020,2020-06-06
1286,cars,6,7,337181,3863,8067,1039,97,2020,2020-06-07
1287,cars,6,8,263201,3573,5533,649,85,2020,2020-06-08
1288,cars,6,9,330168,4135,8155,1196,195,2020,2020-06-09
1289,cars,6,10,406948,6416,12203,1625,217,2020,2020-06-10
1290,cars,6,11,520686,5297,18064,1262,134,2020,2020-06-11
1291,cars,6,12,366059,4425,8574,1079,144,2020,2020-06-12
1292,cars,6,13,334955,3227,9864,665,117,2020,2020-06-13
1293,cars,6,14,302189,2836,9102,730,70,2020,2020-06-14
1294,cars,6,15,360153,4469,10367,1222,110,2020,2020-06-15
1295,cars,6,16,306111,4668,8244,1040,151,2020,2020-06-16
1296,cars,6,17,383572,6278,10597,1630,179,2020,2020-06-17
1297,cars,6,18,359069,6399,11117,1003,105,2020,2020-06-18
1298,cars,6,19,489350,5794,22247,993,116,2020,2020-06-19
1299,cars,6,20,391912,3383,12859,785,70,2020,2020-06-20
1300,cars,6,21,274678,2634,8162,710,88,2020,2020-06-21
1301,cars,6,22,431470,5308,12251,1190,98,2020,2020-06-22
1302,cars,6,23,405612,4559,11170,1431,132,2020,2020-06-23
1303,cars,6,24,440415,4764,15716,1051,124,2020,2020-06-24
1304,cars,6,25,429831,5560,9058,1494,188,2020,2020-06-25
1305,cars,6,26,417557,4290,6976,951,118,2020,2020-06-26
1306,cars,6,27,320076,2345,6959,406,63,2020,2020-06-27
1307,cars,6,28,253244,1950,6251,363,62,2020,2020-06-28
1308,cars,6,29,460611,3943,10111,1044,120,2020,2020-06-29
1309,cars,7,1,356047,4645,9557,1434,169,2020,2020-07-01
1310,cars,7,2,317158,3499,8131,788,82,2020,2020-07-02
1311,cars,7,3,262466,3989,7115,1152,146,2020,2020-07-03
1312,cars,7,4,263134,2988,7823,680,99,2020,2020-07-04
1313,cars,7,5,330103,2536,14773,479,60,2020,2020-07-05
1314,cars,7,6,341582,2608,8876,708,78,2020,2020-07-06
1315,cars,7,7,281283,3999,5473,750,115,2020,2020-07-07
1316,cars,7,8,233533,3022,7147,1005,90,2020,2020-07-08
1317,cars,7,9,393573,22155,32697,14669,652,2020,2020-07-09
1318,cars,7,10,407363,4893,17546,1382,127,2020,2020-07-10
1319,cars,7,11,492745,7423,33726,1968,191,2020,2020-07-11
1320,cars,7,12,382844,3464,12790,969,112,2020,2020-07-12
1321,cars,7,13,330541,5298,7477,1688,120,2020,2020-07-13
1322,cars,7,14,351669,5875,12925,1742,202,2020,2020-07-14
1323,cars,7,15,367409,4541,9963,1244,142,2020,2020-07-15
1324,cars,7,16,349106,3773,7440,812,75,2020,2020-07-16
1325,cars,7,17,377524,3425,9838,655,71,2020,2020-07-17
1326,cars,7,18,312442,2993,6603,440,82,2020,2020-07-18
1327,cars,7,19,417985,4765,8416,666,54,2020,2020-07-19
1328,cars,7,20,429350,6454,13669,960,76,2020,2020-07-20
1329,cars,7,21,430018,5043,9928,1369,136,2020,2020-07-21
1330,cars,7,22,407498,3679,10682,604,86,2020,2020-07-22
1331,cars,7,23,548741,4586,14136,1356,121,2020,2020-07-23
1332,cars,7,24,334414,5581,8906,1546,286,2020,2020-07-24
1333,cars,7,25,458557,6457,14329,1313,148,2020,2020-07-25
1334,cars,7,26,332800,3981,8233,694,86,2020,2020-07-26
1335,cars,7,27,376482,3018,6191,567,65,2020,2020-07-27
1336,cars,7,28,646460,4204,10331,762,89,2020,2020-07-28
1337,cars,7,29,437384,3324,10615,719,93,2020,2020-07-29
1338,cars,7,30,628742,7350,24034,1735,148,2020,2020-07-30
1339,cars,7,31,456217,7615,13319,1697,187,2020,2020-07-31
1340,cars,8,1,431528,6937,8372,799,129,2020,2020-08-01
1341,cars,8,2,375418,5031,14061,1308,464,2020,2020-08-02
1342,cars,8,3,392703,4228,9083,1025,181,2020,2020-08-03
1343,cars,8,4,369185,4107,11536,767,141,2020,2020-08-04
1344,cars,8,5,339909,3227,14053,850,101,2020,2020-08-05
1345,cars,8,6,424913,4435,9487,726,154,2020,2020-08-06
1346,cars,8,7,412943,4689,15688,1742,115,2020,2020-08-07
1347,cars,8,8,351917,5503,14610,1630,164,2020,2020-08-08
1348,cars,8,9,557958,3381,7120,600,58,2020,2020-08-09
1349,cars,8,10,430442,4274,6679,1237,93,2020,2020-08-10
1350,cars,8,11,406681,4578,8041,998,106,2020,2020-08-11
1351,cars,8,12,313796,2337,6653,466,61,2020,2020-08-12
1352,cars,8,13,651861,14245,29728,2353,195,2020,2020-08-13
1353,cars,8,14,415451,4770,11847,1299,158,2020,2020-08-14
1354,cars,8,15,340985,4931,6595,460,78,2020,2020-08-15
1355,cars,8,16,312732,3229,9189,757,57,2020,2020-08-16
1356,cars,8,17,371179,4641,10083,988,100,2020,2020-08-17
1357,cars,8,18,369869,5479,9209,1077,131,2020,2020-08-18
1358,cars,8,19,318982,4384,7234,1387,151,2020,2020-08-19
1359,cars,8,20,381506,5185,8107,986,209,2020,2020-08-20
1360,cars,8,21,457939,3372,7363,633,124,2020,2020-08-21
1361,cars,8,22,375936,5947,20044,1466,97,2020,2020-08-22
1362,cars,8,23,350543,4995,12485,836,125,2020,2020-08-23
1363,cars,8,24,412936,3534,8938,901,125,2020,2020-08-24
1364,cars,8,25,324353,5613,7811,795,215,2020,2020-08-25
1365,cars,8,26,528985,3965,7080,733,95,2020,2020-08-26
1366,cars,8,27,321809,3520,9260,637,98,2020,2020-08-27
1367,cars,8,28,396839,4192,8868,994,146,2020,2020-08-28
1368,cars,8,29,522118,5501,15400,624,89,2020,2020-08-29
1369,cars,8,30,448738,3947,6845,841,82,2020,2020-08-30
1370,cars,8,31,483031,5049,7042,1408,178,2020,2020-08-31
1371,cars,9,1,418713,7598,9735,2461,116,2020,2020-09-01
1372,cars,9,2,420521,4969,8367,1329,178,2020,2020-09-02
1373,cars,9,3,489845,4685,18718,940,131,2020,2020-09-03
1374,cars,9,4,332978,2947,7529,683,123,2020,2020-09-04
1375,cars,9,5,462676,4557,15193,1044,106,2020,2020-09-05
1376,cars,9,6,391311,7400,10533,974,119,2020,2020-09-06
1377,cars,9,7,291674,2869,4204,544,91,2020,2020-09-07
1378,cars,9,8,394480,4025,10767,1140,142,2020,2020-09-08
1379,cars,9,9,387493,4925,12239,1174,135,2020,2020-09-09
1380,cars,9,10,589692,4705,8451,961,109,2020,2020-09-10
1381,cars,9,11,388621,3416,7949,935,110,2020,2020-09-11
1382,cars,9,12,333392,3087,7792,386,64,2020,2020-09-12
1383,cars,9,13,503293,4021,9105,712,79,2020,2020-09-13
1384,cars,9,14,384339,3122,8040,721,91,2020,2020-09-14
1385,cars,9,15,376450,3571,6817,851,96,2020,2020-09-15
1386,cars,9,16,406520,3750,11411,971,138,2020,2020-09-16
1387,cars,9,17,410506,4075,11017,1008,149,2020,2020-09-17
1388,cars,9,18,372792,3134,12490,715,85,2020,2020-09-18
1389,cars,9,19,458498,3543,7566,415,71,2020,2020-09-19
1390,cars,9,20,273376,2663,5947,801,46,2020,2020-09-20
1391,cars,9,21,314320,2149,5383,378,56,2020,2020-09-21
1392,cars,9,22,354729,3509,9804,879,119,2020,2020-09-22
1393,cars,9,23,400511,4269,8772,1179,111,2020,2020-09-23
1394,cars,9,24,437860,5283,7883,897,113,2020,2020-09-24
1395,cars,9,25,479060,4489,15031,1295,123,2020,2020-09-25
1396,cars,9,26,421170,2805,8296,587,74,2020,2020-09-26
1397,cars,9,27,498962,2566,7674,500,93,2020,2020-09-27
1398,cars,9,28,388453,3317,9539,783,94,2020,2020-09-28
1399,cars,9,29,890332,9798,34519,3272,138,2020,2020-09-29
1400,cars,10,1,472417,4777,8388,1040,90,2020,2020-10-01
1401,cars,10,2,499028,3807,8164,1048,143,2020,2020-10-02
1402,cars,10,3,591480,4765,19597,1158,124,2020,2020-10-03
1403,cars,10,4,284364,1942,5106,359,53,2020,2020-10-04
1404,cars,10,5,634645,4627,13050,1538,121,2020,2020-10-05
1405,cars,10,6,464846,4465,9710,1311,140,2020,2020-10-06
1406,cars,10,7,535892,4407,9938,980,97,2020,2020-10-07
1407,cars,10,8,637909,6413,11324,1068,171,2020,2020-10-08
1408,cars,10,9,425695,3314,6032,865,101,2020,2020-10-09
1409,cars,10,10,525174,4091,12126,958,97,2020,2020-10-10
1410,cars,10,11,580461,2856,5502,400,73,2020,2020-10-11
1411,cars,10,12,520611,6837,9866,1103,180,2020,2020-10-12
1412,cars,10,13,543368,4048,11932,1091,76,2020,2020-10-13
1413,cars,10,14,565012,6947,17970,2541,177,2020,2020-10-14
1414,cars,10,15,749423,5970,9225,1408,124,2020,2020-10-15
1415,cars,10,16,454069,3257,10682,711,80,2020,2020-10-16
1416,cars,10,17,292824,3291,8945,703,86,2020,2020-10-17
1417,cars,10,18,787663,4120,16578,669,77,2020,2020-10-18
1418,cars,10,19,334845,3083,7254,693,91,2020,2020-10-19
1419,cars,10,20,540869,6416,13876,1837,200,2020,2020-10-20
1420,cars,10,21,576091,5022,15388,976,100,2020,2020-10-21
1421,cars,10,22,635131,4980,15921,851,111,2020,2020-10-22
1422,cars,10,23,401040,3625,11327,925,102,2020,2020-10-23
1423,cars,10,24,389229,3130,6749,634,93,2020,2020-10-24
1424,cars,10,25,456005,3143,20900,615,81,2020,2020-10-25
1425,cars,10,26,420645,4599,10667,1129,144,2020,2020-10-26
1426,cars,10,27,487741,6863,17679,1738,184,2020,2020-10-27
1427,cars,10,28,869497,10599,25922,3404,247,2020,2020-10-28
1428,cars,10,29,741207,7217,15536,1901,181,2020,2020-10-29
1429,cars,10,30,627092,8640,11943,1587,138,2020,2020-10-30
1430,cars,10,31,767143,6385,22902,1042,136,2020,2020-10-31
1431,cars,11,1,589688,3063,6157,604,76,2020,2020-11-01
1432,cars,11,2,537001,6300,21862,1499,210,2020,2020-11-02
1433,cars,11,3,660722,5186,10143,1795,150,2020,2020-11-03
1434,cars,11,4,689537,6233,13543,1165,176,2020,2020-11-04
1435,cars,11,5,730109,8195,15324,2136,216,2020,2020-11-05
1436,cars,11,6,641195,5406,13713,1184,158,2020,2020-11-06
1437,cars,11,7,660022,4920,12766,1082,132,2020,2020-11-07
1438,cars,11,8,622967,3721,11596,785,78,2020,2020-11-08
1439,cars,11,9,738199,7068,12621,1469,182,2020,2020-11-09
1440,cars,11,10,612723,5833,11563,1831,164,2020,2020-11-10
1441,cars,11,11,494348,4723,7180,1496,154,2020,2020-11-11
1442,cars,11,12,669374,7881,18716,3656,160,2020,2020-11-12
1443,cars,11,13,843928,7728,14482,2831,181,2020,2020-11-13
1444,cars,11,14,580821,5872,11350,1564,194,2020,2020-11-14
1445,cars,11,15,531149,4811,12639,623,74,2020,2020-11-15
1446,cars,11,16,680387,7400,15016,2631,208,2020,2020-11-16
1447,cars,11,17,613264,6590,17229,2342,197,2020,2020-11-17
